2016-11-15 08:19:00,x,58.0,v1.0
2016-11-15 08:19:15,x,104.0,v1.0
2016-11-15 08:19:24,x,174.20600000000002,v1.0
2016-11-15 08:20:04,x,209.70600000000002,v1.0
2016-11-15 08:20:09,x,264.206,v1.0
2016-11-15 08:20:12,x,334.20799999999997,v1.0
2016-11-15 08:20:22,x,407.0374,v1.0
2016-11-15 08:20:24,x,505.54139999999995,v1.0
2016-11-15 08:21:40,x,547.0414,v1.0
2016-11-15 08:21:55,x,627.5473999999999,v1.0
2016-11-15 08:22:14,y,327.04740000000004,v1.0
2016-11-15 08:22:24,x,379.0474,v1.0
2016-11-15 08:22:36,x,414.5694,v1.0
2016-11-15 08:25:13,x,571.1295416,v1.0
2016-11-15 08:25:54,x,590.1517821663999,v1.0
2016-11-15 08:26:45,x,609.6957680064,v1.0
2016-11-15 08:27:34,x,672.7853552624,v1.0
2016-11-15 08:28:08,x,725.3256384624,v1.0
2016-11-15 08:28:11,x,781.0062669928001,v1.0
2016-11-15 08:29:06,x,850.0062669928,v1.0
2016-11-15 08:29:43,x,925.2087591115168,v1.0
2016-11-15 08:29:47,x,980.2087591115168,v1.0
2016-11-15 08:30:36,y,634.2087591115168,v1.0
2016-11-15 08:30:54,x,673.7087591115168,v1.0
2016-11-15 08:31:13,x,715.2107591115167,v1.0
2016-11-15 08:31:17,x,762.4132512302336,v1.0
2016-11-15 08:31:31,x,791.9132512302335,v1.0
2016-11-15 08:31:33,x,824.2258169075935,v1.0
2016-11-15 08:32:17,x,830.2071260172175,v1.0
2016-11-15 08:32:22,x,884.8903042158792,v1.0
2016-11-15 08:32:26,x,933.3963042158791,v1.0
2016-11-15 08:32:46,x,978.8963042158791,v1.0
2016-11-15 08:33:03,x,1002.8963042158791,v1.0
2016-11-15 08:33:10,x,1054.896304215879,v1.0
2016-11-15 08:33:45,x,1095.3111645946744,v1.0
2016-11-15 08:33:57,x,1150.8001596737645,v1.0
2016-11-15 08:34:00,x,1239.9735340146806,v1.0
2016-11-15 08:34:11,x,1304.1205603739897,v1.0
2016-11-15 08:34:15,x,1404.7443188977168,v1.0
2016-11-15 08:34:22,x,1456.1943188977166,v1.0
2016-11-15 08:34:29,x,1566.6943188977166,v1.0
2016-11-15 08:34:50,x,1633.8443188977167,v1.0
2016-11-15 08:35:00,x,1705.800355804541,v1.0
2016-11-15 08:35:19,x,1737.060789020683,v1.0
2016-11-15 08:35:27,x,1787.1451789152106,v1.0
2016-11-15 08:35:29,x,1848.0760648066018,v1.0
2016-11-15 08:36:06,x,1878.5836648066017,v1.0
2016-11-15 08:36:09,x,1934.0096157116766,v1.0
2016-11-15 08:36:11,x,2005.792971526244,v1.0
2016-11-15 08:36:12,x,2006.1999715262439,v1.0
2016-11-15 08:36:42,x,2026.3218173313812,v1.0
2016-11-15 08:36:44,y,1821.6881173313811,v1.0
2016-11-15 08:36:54,x,1848.1809529839784,v1.0
2016-11-15 08:37:02,x,1910.5245050713154,v1.0
2016-11-15 08:37:12,x,1931.8277693210273,v1.0
2016-11-15 08:37:30,x,1979.0369661996308,v1.0
2016-11-15 08:37:49,x,2025.5063729367416,v1.0
2016-11-15 08:38:16,x,2040.5063729367416,v1.0
2016-11-15 08:38:25,x,2082.356053961482,v1.0
2016-11-15 08:38:32,x,2174.8560539614823,v1.0
2016-11-15 08:38:40,x,2199.656053961482,v1.0
2016-11-15 08:38:43,x,2232.656053961482,v1.0
2016-11-15 08:40:36,x,2264.3125228738527,v1.0
